ID,Reviews,Satisfaction
5113,doctors   really tired go   want shove damn pill throat   yes   bp little high   dr  put medication   mind   legally blind   vision right eye central vision left   doctors   care   medicine made extremely dizzy light headed   fallen least three four times day   every time stand   losing eyesight   ca   afford fall get hurt     63   raise oldest grandson   15   yet deaf autistic   ca   deal   going get royally ticked   stopped medication dizziness falling stopped within day   also   like tell   bp medication also mess sex drive   lost spouse remarried   think want function area     care mad gets     done medications   take allergy medication asthma   acid reflux sleep medication     done rest   worth,Negative
5116,lotrel controlled hbp well   developed cough month   sometimes violent   course 6 months   tongue swollen point effecting breathing   eye swollen times muscles constantly fatigued     taking lotrel anymore     azor   iron supplements doctor prescribed benzonatate cough     tracking progress,Negative
5131,drug 2 months ihave experienced dizziness   shortness breath   troubling horrible hair loss   lost thick hair female devastated,Negative
5133,well except taking bonapril developed terrible cough hopes cough would get better,Positive
5134,far good,Positive
5142,taking 25 mg drug   year half   initially helped bring bp normal level lost   effectiveness   main complain incessant aggravating cough   ams   much worse   coughing gunk stop 2 hours  m   dry cough remains throughout day   saw doctor changing prescription,Negative
5144,constant cough   poor alternative micardis,Negative
5145,blo0d pressure seem steady taking drug   sometimes 120 80 next time 150 85 taking generic   labled sz 390,Negative
5146,light headedness,Positive
5156,good,Positive
5163,much better metoprolol succinate 5 yrs   lowered numbers   real side effects started exercising   recently,Positive
5165,nightmare drug   losartan gave severe chronic bronchitis   thought developed late onset asthma   suddenly   horribly tied preventive inhaler   emergency inhaler   albuterol   nebulizer   thought breathing problems associated recent thyroid operation   found 8   side effect upper respiratory infections due losartan   stopped taking drug breathing difficulties improved quickly dramatically   inhalers   occasional throat clearing   beware drug,Negative
5167,blame   lotrel   giving   pemphigus vulgaris     treatment prenisone immuran   made lfe miserable day   8 years  fed junk 6 months mounth iv   mds minds   must work   pharmies said     heard stuff derived fron snake venum,Negative
5174,started losinopril gave bad cough short time   switched losartan   took weeks kick blood pressure 120s 70s range   140s 90s     take 25 mg night bed   initially first week would get little dizzy intense exercise like spin class went away week   side effects blood pressure stable within acceptable range   problems sleeping   weird aches pains     appear affect exercise routine performance,Positive
5177,taking lotrel ten years   reading side effects seem developed quite,Positive
5187,days developed dry cough     three days   still coughing day   night   nothing seems help stop cough   told   take   course     completely system coughing stop    ll see,Negative
5197,5th med used,Positive
5206,prescribed losartan alone work well enough,Positive
5213,husband losartan 25mg 4 months   gain lot weight fluid retention   high liver enzymes high potassium level   also problem sleeping  he never problem liver enzyme potassium   stop taking doctor switched diuretics   see one work better,Negative
5215,switched lipitor obvious reason one year ago   found blood pressure controlable losartan lipitor   easy take without food   remember   may cause urination 4 hours takin   please take day morning wo   interrupt sleep   happy arizona   female 68 years young,Positive
5233,losartan 6 weeks  ve experiencing extreme fatigue   severe depression muscle cramping   also find hard sleep normally   decided stop taking going back dr  also     100 effective,Negative
5236,especially side effects   high bp effectively controlled,Positive
5237,diovan didnt work lotrel side effects     quit smoking,Positive
5243,used losartan 100mg 17 years   effective reducing blood pressure 170 130  side effect light headiness standing quickly   known side effect,Positive
5254,taken years   good,Positive
5258,positive   control high,Positive
5264,side effects all  remember   people like usually write review   usually ones upset something   inexpensive,Positive
5274,worst medication ever taken   experiencing shortness breath   trouble sleeping   stomach pain   chest pain   arm pain   trying get doctor give something else refuses listen issues,Negative
5277,bp doesnt go like diovan,Negative
